New MKL-SRF Direct and near,New MKL-SRF Direct,New MKL-SRF Stringent ,New MKL-SRF Stringent and Direct,MKL_SRF_experiment 
Fas,,Rlf,,
Fcho2,,Rlim,,
Fkbp10,,Ror2,,
Foxf2,,Rpa1,,
Frmd6,,Sap18,,
Fscn1,,Scyl1,,
Fyn,,Scyl2,,
Galk1,,Sdc4,,
Gdap2,,Senp3,,
Gga3,,Serp1,,
Ghrl,,Serpine1,,
Glrx,,Sertad1,,
Gm10094,,Sgtb,,
Gnpda1,,Sidt2,,
Gpr153,,Slbp,,
Gpsm2,,Slc2a1,,
Grb14,,Slc3a1,,
Grb2,,Smurf2,,
Gspt1,,Snx33,,
Gtpbp1,,Snx6,,
Gtpbp3,,Srfbp1,,
Gusb,,Stambpl1,,
H3f3b,,Stx11,,
Hdac4,,Stxbp1,,
Hes7,,Tacc2,,
Hif1a,,Tatdn2,,
Hps4,,Tcf20,,
Hsd17b7,,Tctex1d2,,
Ier5,,Tes,,
Ipo7,,Tfb2m,,
Irf2bp2,,Tgoln1,,
Itgav,,Tgoln2,,
Itgb1,,Tifa,,
Jrk,,Tm2d2,,
Jun,,Tmed9,,
Kcnk7,,Tmem107,,
Kctd5,,Tmem183a,,
Kdelc2,,Tmpo,,
Klf9,,Tmsb4x,,
Klhdc8a,,Tnc,,
Lats2,,Tnk1,,
Lbh,,Tnk2,,
Lemd3,,Tnrc18,,
Leprotl1,,Tpcn2,,
Lox,,Trerf1,,
Lpar4,,Trib1,,
Lsm11,,Trp53bp2,,
Maml2,,Tsc22d2,,
Man2a2,,Tsga14,,
Map3k11,,Ttll3,,
Map3k15,,Tubb5,,
Map4k3,,Txnrd1,,
Mat2a,,Ube2q2,,
Meaf6,,Ube2w,,
Med21,,Ube4a,,
Mesdc1,,Ubfd1,,
Mfsd3,,Ubr4,,
Mfsd7b,,Unc45a,,
Mga,,Use1,,
Mmp9,,Usp2,,
Morc4,,Usp32,,
Mrpl51,,Usp4,,
Mrps17,,Vash2,,
Mrps7,,Vim,,
Mtmr14,,Vps33b,,
Mxra8,,Wdyhv1,,
Mybl1,,Wipf1,,
Myl12b,,Xrcc6bp1,,
Nlgn2,,Yipf1,,
Npas4,,Ykt6,,
Nppb,,Ywhaz,,
Npsr1,,Zbtb11,,
Nrbp1,,Zc3hc1,,
Nup155,,Zdhhc14,,
Ogdh,,Zeb2,,
Opn1sw,,Zfand3,,
Oxsr1,,Zfand5,,
Palm2,,Zfc3h1,,
Pawr,,Zfp143,,
Pcf11,,Zfp281,,
Pdcd6ip,,Zfr,,
Pde4dip,,Zswim7,,
Pdia6,,Zzz3,,
Pdpk1,,,,
Pfkfb3,,,,
Phlda1,,,,
Pik3cb,,,,
Pip5k1c,,,,
Pla2r1,,,,
Plau,,,,
Plrg1,,,,
Pnma1,,,,
Ppard,,,,
Ppp1r12c,,,,
Ppp3cb,,,,
Prc1,,,,
Prg4,,,,
Prim2,,,,
Prkaa1,,,,
Prkcc,,,,
Ptgs2,,,,
Ptpn14,,,,
Ptrf,,,,
Rab11fip2,,,,
Rab11fip3,,,,
Rab23,,,,
Rap1b,,,,
Rasa4,,,,
Rassf2,,,,
Rbbp4,,,,
Rdm1,,,,
Rfx7,,,,
Rhob,,,,
Rhobtb3,,,,
Rlf,,,,
Rlim,,,,
Ror2,,,,
Rpa1,,,,
Sap18,,,,
Scyl1,,,,
Scyl2,,,,
Sdc4,,,,
Senp3,,,,
Serp1,,,,
Serpine1,,,,
Sertad1,,,,
Sgtb,,,,
Sidt2,,,,
Slbp,,,,
Slc2a1,,,,
Slc3a1,,,,
Smurf2,,,,
Snx33,,,,
Snx6,,,,
Srfbp1,,,,
Stambpl1,,,,
Stx11,,,,
Stxbp1,,,,
Tacc2,,,,
Tatdn2,,,,
Tcf20,,,,
Tctex1d2,,,,
Tes,,,,
Tfb2m,,,,
Tgoln1,,,,
Tgoln2,,,,
Tifa,,,,
Tm2d2,,,,
Tmed9,,,,
Tmem107,,,,
Tmem183a,,,,
Tmpo,,,,
Tmsb4x,,,,
Tnc,,,,
Tnk1,,,,
Tnk2,,,,
Tnrc18,,,,
Tpcn2,,,,
Trerf1,,,,
Trib1,,,,
Trp53bp2,,,,
Tsc22d2,,,,
Tsga14,,,,
Ttll3,,,,
Tubb5,,,,
Txnrd1,,,,
Ube2q2,,,,
Ube2w,,,,
Ube4a,,,,
Ubfd1,,,,
Ubr4,,,,
Unc45a,,,,
Use1,,,,
Usp2,,,,
Usp32,,,,
Usp4,,,,
Vash2,,,,
Vim,,,,
Vps33b,,,,
Wdyhv1,,,,
Wipf1,,,,
Xrcc6bp1,,,,
Yipf1,,,,
Ykt6,,,,
Ywhaz,,,,
Zbtb11,,,,
Zc3hc1,,,,
Zdhhc14,,,,
Zeb2,,,,
Zfand3,,,,
Zfand5,,,,
Zfc3h1,,,,
Zfp143,,,,
Zfp281,,,,
Zfr,,,,
Zswim7,,,,
Zzz3,,,,
3110057O12Rik,,,,
Aaas,,,,
Ado,,,,
Akap2,,,,
Anapc1,,,,
Ap1ar,,,,
Arfgap1,,,,
B2m,,,,
C3,,,,
C79407,,,,
Calr3,,,,
Cd109,,,,
Cdk13,,,,
Cdk9,,,,
Chd4,,,,
Crybg3,,,,
Cyld,,,,
D15Ertd621e,,,,
D1Bwg0212e,,,,
Dcaf15,,,,
Dctn4,,,,
Dgkh,,,,
Dlgap4,,,,
Dnajc21,,,,
Dnalc1,,,,
Dusp10,,,,
Ecm2,,,,
Eif4a1,,,,
Eif4g2,,,,
Eif5,,,,
Enpp1,,,,
Etnk1,,,,
Fam116b,,,,
Fam126a,,,,
Fam129c,,,,
Fam55c,,,,
Foxk2,,,,
Gak,,,,
Galnt11,,,,
Gdnf,,,,
Glt25d1,,,,
Gm15427,,,,
Gna13,,,,
Gnb1,,,,
Got2,,,,
Hmg20a,,,,
Hoxa4,,,,
Hsdl2,,,,
Iah1,,,,
Ier3,,,,
Ifitm2,,,,
Il1rl1,,,,
Kdm3b,,,,
Kdm6b,,,,
Kif13a,,,,
Klhl7,,,,
Larp4b,,,,
Lpin1,,,,
Lrp1,,,,
Lrp4,,,,
Lrrc49,,,,
Lrrc59,,,,
Lsm10,,,,
Maff,,,,
Map1lc3b,,,,
Med13l,,,,
Med26,,,,
Mier3,,,,
Mlx,,,,
Mlxip,,,,
Mreg,,,,
Mtmr2,,,,
Nek1,,,,
Nf1,,,,
Nfkbiz,,,,
Nisch,,,,
Nol8,,,,
Nr4a3,,,,
Nt5c2,,,,
Pak2,,,,
Pank1,,,,
Patl1,,,,
Pla2g3,,,,
Plod3,,,,
Poldip3,,,,
Poli,,,,
Polr2d,,,,
Psd,,,,
Psmd1,,,,
Ptprn,,,,
Pxdn,,,,
Rabgef1,,,,
Rai12,,,,
Rassf1,,,,
Rere,,,,
Rnf4,,,,
Rpl18a,,,,
Rpl9,,,,
Rrm2,,,,
Scin,,,,
Scrib,,,,
Sirt2,,,,
Slc38a1,,,,
Slc44a2,,,,
Spen,,,,
Spred3,,,,
Sptlc1,,,,
Stk10,,,,
Tank,,,,
Tet3,,,,
Tfip11,,,,
Tfrc,,,,
Tmc6,,,,
Tmed5,,,,
Tmem98,,,,
Trpm4,,,,
Tubb6,,,,
Ube2l3,,,,
Vps54,,,,
Wdr51b,,,,
Whrn,,,,
Zfp384,,,,
Zfp672,,,,
Zkscan5,,,,
